,Susceptible,Infected,Recovered,Dead
0,0.9996391057363135,0.00036089426368644616,0.0,0.0
1,0.9993448812983137,0.0005995428160218466,2.554785202820671e-05,3.0028033636391332e-05
2,0.9990177337413878,0.000855990481725509,6.152042098951752e-05,6.475535589724672e-05
3,0.9985359231404333,0.0012460400122890577,0.00011287984989304804,0.00010515699738443941
4,0.997809559821816,0.0018494192416778417,0.0001876422506303915,0.0001533786858757576
5,0.9967092981986223,0.002779338253633993,0.000298607405131062,0.0002127561426126424
6,0.9950196812870791,0.004226159620199385,0.0004653677003491015,0.0002887913923724799
7,0.9923889439158826,0.006502421456740114,0.0007189372775610648,0.0003896973498160492
8,0.9883286586891494,0.010031815099581232,0.0011090825649654715,0.0005304436463036922
9,0.9820627503572918,0.015495497613901241,0.001710991470940345,0.0007307605578666419
10,0.9724200633957835,0.02391775731009774,0.00264072132777442,0.0010214579663443224
11,0.957638287612045,0.036836231861503754,0.004075786766380283,0.0014496937600709703
12,0.935293153082633,0.056333438269740355,0.0062859606780705105,0.0020874479695559183
13,0.9021456516116334,0.08514820911775577,0.009665966974254932,0.003040172296356012
14,0.8544921901085945,0.12627611935165378,0.014774859521320278,0.004456831018431603
15,0.7892000299930675,0.1819138607707787,0.022351426682419497,0.006534682553734296
16,0.70578624790817,0.25144135786161925,0.033266258328666226,0.009506135901544612
17,0.6090592197039144,0.32899435956227696,0.048352739800363385,0.013593680933445372
18,0.50984914471549,0.40313230871887645,0.0680924013741,0.01892614519153342
19,0.42124059171327943,0.4610301414372542,0.09228033989723258,0.025448926952233684
20,0.3521093750427893,0.4950457750617368,0.11994214838346784,0.032902701512006166
21,0.3039152703095786,0.5055338825293639,0.14964489488717206,0.04090595227388539
22,0.2729017953956667,0.4980389591206576,0.17997692783893388,0.049082317644741996
23,0.25385526340984066,0.47914077908699926,0.20985926538617328,0.05714469211698684
24,0.24235953954852116,0.454121866422131,0.23860771213139328,0.06491088189795469
25,0.235378059413747,0.4264833818018921,0.26585502411672113,0.07228353466763976
26,0.23103897775146454,0.39829562310659167,0.2914440270248347,0.07922137211710915
27,0.2282478614560167,0.370694260537164,0.3153417644112302,0.08571611359558924
28,0.22637290370788668,0.3442661978554691,0.33758342004346004,0.09177747839318433
29,0.22505065303299424,0.31928492826094557,0.3582393919147881,0.09742502679127213
30,0.2240665731253618,0.2958544260717251,0.37739648761044486,0.10268251319246836
31,0.2232917867307832,0.2739849077465452,0.3951477531747483,0.1075755523479232
32,0.22264878665735943,0.25363431246782253,0.4115868476395411,0.11213005323527703
33,0.22208748324234248,0.2347367579368031,0.4268049063876103,0.11637085243324401
34,0.2215753085618477,0.21721372215768667,0.44088911186381863,0.12032185741664701
35,0.22109051817731945,0.2009817467686549,0.45392193519327995,0.12400579986074588
36,0.22061713541958658,0.18595789893365358,0.4659808399993991,0.12744412564736077
37,0.22014566964746216,0.17205879645569136,0.47713831393541833,0.1306572199614281
38,0.21966846910062907,0.15920585915804644,0.48746184172275975,0.13366383001856458
39,0.21917950678625683,0.14732483107838268,0.4970141932722426,0.13648146886311788
40,0.21867478716913932,0.13634498309195836,0.5058536831369457,0.13912654660195672
41,0.21815123767903313,0.12620014743221164,0.514034382122463,0.14161423276629223
42,0.2176047999457386,0.11683025435069072,0.5216063909683957,0.14395855473517494
43,0.21703458929986802,0.10817630495557679,0.5286162062294372,0.14617289951511803
44,0.21643909005025366,0.10018483089399174,0.5351067845267719,0.14826929452898274
45,0.21581641905417356,0.09280685717519045,0.5411178743804113,0.15025884939022463
46,0.21516525974301548,0.08599646538769155,0.5466862858109226,0.1521519890583702
47,0.21448610213469074,0.07970944396260059,0.5518460737341843,0.15395838016852442
48,0.21377859740898034,0.07390618875589279,0.5566286403719403,0.15568657346318665
49,0.2130431568211169,0.06854940738825188,0.5610630116972939,0.15734442409333738
50,0.2122799683854328,0.06360506726713003,0.5651759761405888,0.1589389882068482
51,0.211489925291634,0.05904109049283794,0.5689922801766166,0.16047670403891137
52,0.21067490286766963,0.054827060257257886,0.572534745606187,0.16196329126888545
53,0.2098370930145634,0.0509349179902418,0.5758243692216225,0.16340361977357226
54,0.2089768436808757,0.04734089923062101,0.578880464301037,0.16480179278746623
55,0.20809727066864397,0.044020060310385765,0.5817209182548743,0.16616175076609596
56,0.207200820347307,0.04095051617580583,0.5843621218734972,0.16748654160338983
57,0.20629019381992256,0.03811197084290232,0.5868191528440456,0.16877868249312936
58,0.20536801845655797,0.03548592556396798,0.5891058710946199,0.17004018488485423
59,0.20443713412629164,0.03305517998623589,0.591235026628458,0.1712726592590145
60,0.20350173488559917,0.030802607559034557,0.5932183374276322,0.17247732012773412
61,0.20256357239161105,0.028715224446673158,0.5950664938811743,0.17365470928054155
62,0.20162658219424975,0.026778551357580845,0.5967894073479746,0.17480545910019485
63,0.2006951008896328,0.02497911334812923,0.5983961204294294,0.17592966533280852
64,0.199771344562408,0.02330688298225609,0.5998948672303174,0.17702690522501877
65,0.19885852978421192,0.02175130650028424,0.6012932802092524,0.17809688350625127
66,0.19795971293506381,0.0203028263196906,0.6025983585992697,0.17913910214597595
67,0.1970780801111944,0.018952468279204354,0.6038165281784511,0.18015292343115027
68,0.19621535320616182,0.01769342472131608,0.6049536762752035,0.1811375457973188
69,0.19537369585017247,0.0165186346590863,0.6060152817584822,0.18209238773225903
70,0.1945556835746819,0.015421037573864472,0.6070063998380274,0.18301687901342617
71,0.19376250652664595,0.014395505343416274,0.6079316620924593,0.18391032603747848
72,0.19299604801941278,0.013436288991138268,0.6087953924130642,0.18477227057638465
